客户编号,A1,A3,A4,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A20
264,,X120824,510000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,2275 days,,A2
265,,X401501,440000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2938 days,,A2
266,,X322122,530000,99.0,XW0,,,,1,T2,6,,-0.1732604666760052,2730 days,,A2
267,,X121025,510000,30.0,XW9,X1,,,2010,T0,1,ZC9,5.605724440126448,1926 days,,A2
268,,X300103,230000,20.0,XW4,,,B,2014,T0,N,ZC9,-0.1732604666760052,3324 days,,A2
269,,X323023,530000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2988 days,,A2
270,,X320322,130000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2181 days,,A2
271,,X330632,130000,99.0,XW0,X1,,,1,T2,5,,-0.1732604666760052,2204 days,,A2
272,,X421422,440000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2922 days,,A2
273,,X020223,500000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2125 days,,A2
274,,X100802,510000,70.0,XW0,X1,,,1,T2,6,,-0.1732604666760052,2803 days,,A2
275,,X380182,130000,60.0,XW0,,,,1,T0,1,ZC9,-0.1732604666760052,2890 days,,A2
276,A9,X480883,440000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3567 days,,A2
277,,X020225,500000,99.0,XW0,X1,,,1,T2,5,ZC3,-0.1732604666760052,1981 days,,A2
278,,X522524,450000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2954 days,,A2
279,,X281181,420000,99.0,XW9,X1,,,1,T2,3,ZC9,-0.1732604666760052,1979 days,,A2
280,,X522222,150000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2871 days,,A2
281,A9,X425122,440000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3559 days,,A2
282,,X120125,510000,99.0,XW9,X1,,,1,T0,5,,-0.1732604666760052,1919 days,,A2
283,,X111113,510000,30.0,XW0,X1,,,2012,T1,6,ZC4,-0.1732604666760052,2165 days,,A2
284,,X380581,430000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2876 days,,A2
285,,X180681,510000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2066 days,,A2
286,,X420520,440000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2976 days,,A2
287,,X120723,510000,99.0,XW0,X1,,,1,T1,5,ZC9,-0.1732604666760052,1919 days,,A2
288,,X330733,130000,99.0,XW0,X1,,,1,T2,N,ZC3,-0.1732604666760052,2232 days,,A2
289,,X301004,230000,99.0,XW0,,,,1,T2,3,ZC4,-0.1732604666760052,2681 days,,A2
290,A9,X380281,330000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3595 days,,A2
291,,X320823,130000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,2973 days,,A2
292,,X622525,360000,99.0,XW0,X1,,,1,T2,0,ZC9,-0.1732604666760052,2576 days,,A2
293,,X222227,520000,30.0,XW0,,,B,2009,T2,1,ZC3,-0.1732604666760052,2666 days,,A2
294,A9,X322125,530000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3590 days,,A2
295,A9,X420823,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3356 days,,A2
296,,X120122,510000,30.0,XW0,X1,,,1,T1,4,ZC3,-0.1732604666760052,2156 days,,A2
297,,X280281,420000,30.0,XW0,,,B,2020,T0,N,,-0.1732604666760052,3192 days,,A2
298,,X520121,350000,30.0,XW0,,,,1,T0,5,ZC0,-0.1732604666760052,2918 days,,A2
299,,X180184,510000,99.0,XW9,X1,,,1,T1,6,ZC2,-0.1732604666760052,1967 days,,A2
300,,X321223,430000,99.0,XW0,,,,1,T2,6,ZC9,-0.1732604666760052,2669 days,,A2
301,,X120824,510000,60.0,XW0,X1,,,1,T2,4,ZC3,5.83504722471665,2012 days,,A2
302,,X380381,330000,30.0,XW0,X1,,B,2010,T1,N,ZC0,-0.1732604666760052,2501 days,,A2
303,,X122726,410000,99.0,XW9,,,,1,T1,5,,-0.1732604666760052,2689 days,,A2
304,,X320525,130000,99.0,XW9,X1,,,1,T1,5,ZC0,-0.1732604666760052,2000 days,,A2
305,,X222128,520000,40.0,XW0,,,,1,T0,6,ZC9,-0.1732604666760052,2923 days,,A2
306,,X522123,450000,99.0,XW9,,,,1,T0,6,ZC0,-0.1732604666760052,2977 days,,A2
307,,X101403,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3321 days,,A2
308,,X320321,130000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2072 days,,A2
309,,X600004,460000,70.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2916 days,,A2
310,,X220528,420000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2140 days,,A2
311,,X330635,130000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2939 days,,A2
312,,X120825,410000,99.0,XW0,,,,1,T2,5,ZC9,-0.1732604666760052,2584 days,,A2
313,,X721328,370000,99.0,XW0,X1,,,1,T2,1,ZC9,-0.1732604666760052,2510 days,,A2
314,,X180381,210000,30.0,XW0,,,B,2020,T0,N,ZC9,-0.1732604666760052,3274 days,,A2
315,,X580583,350000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2947 days,,A2
316,,X180682,510000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,1915 days,,A2
317,,X520821,350000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2972 days,,A2
318,,X320422,430000,99.0,XW9,,,,1,T1,6,ZC9,-0.1732604666760052,2642 days,,A2
319,,X133433,510000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,3047 days,,A2
320,,X320427,130000,99.0,XW0,,,,1,T2,5,ZC9,-0.1732604666760052,2645 days,,A2
321,A5,X100602,510000,30.0,XW0,X1,,,1,T2,4,ZC1,-0.1732604666760052,1915 days,F5199,A2
322,,X780983,370000,99.0,XW0,X1,,,1,T2,1,ZC0,-0.1732604666760052,2505 days,,A2
323,,X121523,410000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,1962 days,,A2
324,A9,X040242,500000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3608 days,,A2
325,,X180781,510000,99.0,XW0,X1,,,1,T2,4,ZC3,-0.1732604666760052,2142 days,,A2
326,,X320223,130000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2081 days,,A2
327,A9,X101503,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3610 days,,A2
328,,X420524,440000,99.0,XW9,X1,,,1,T0,N,,-0.1732604666760052,3233 days,,A2
329,A9,X222723,520000,30.0,XW0,,,B,1,T0,N,ZC9,-0.1732604666760052,3616 days,,A2
330,,X621121,360000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2991 days,,A2
331,,X220221,120000,99.0,XW0,X1,,,1,T1,3,ZC3,-0.1732604666760052,2094 days,,A2
332,,X320921,130000,99.0,XW9,X1,,,1,T1,4,,-0.1732604666760052,1970 days,,A2
333,A9,X320121,230000,30.0,XW0,,,B,1,T0,N,ZC9,-0.1732604666760052,3599 days,,A2
334,,X120322,510000,99.0,XW0,X1,,,1,T1,3,ZC3,-0.1732604666760052,2246 days,,A2
335,,X122724,410000,99.0,XW9,,,,1,T0,6,ZC0,-0.1732604666760052,2982 days,M7590,A2
336,,X300503,130000,99.0,XW9,X1,,,1,T2,1,,-0.1732604666760052,2080 days,,A2
337,,X020225,500000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,1948 days,,A2
338,,X120923,510000,30.0,XW0,X1,,,2012,T1,6,ZC3,-0.1732604666760052,2165 days,,A2
339,,X400405,340000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2685 days,,A2
340,,X101202,210000,30.0,XW0,,,B,2014,T1,3,ZC9,-0.1732604666760052,2690 days,,A2
341,,X330130,130000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2972 days,,A2
342,,X181681,510000,99.0,XW0,X1,,,1,T2,3,ZC3,-0.1732604666760052,2139 days,,A2
343,,X522528,450000,99.0,XW9,,,,1,T0,0,ZC9,-0.1732604666760052,2819 days,,A2
344,,X602204,360000,30.0,XW0,X1,,,2011,T0,4,ZC9,-0.1732604666760052,2069 days,,A2
345,,X121521,510000,99.0,XW9,X1,,,1,T0,N,ZC9,-0.1732604666760052,3297 days,,A2
346,,X103701,510000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2086 days,,A2
347,,X710213,370000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2208 days,,A2
348,,X422123,340000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2061 days,,A2
349,,X130132,510000,30.0,XW0,X4,,,2017,T1,3,ZC9,-0.1732604666760052,2034 days,,A2
350,,X222228,520000,99.0,XW0,X1,,,1,T2,6,ZC0,-0.1732604666760052,1983 days,,A2
351,,X121421,210000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,3040 days,,A2
352,,X401202,340000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2903 days,,A2
353,,X121028,510000,99.0,XW9,X1,,,1,T2,1,ZC9,-0.1732604666760052,2258 days,,A2
354,,X320627,130000,30.0,XW0,,,B,2019,T0,5,,-0.1732604666760052,3020 days,,A2
355,,X121521,510000,30.0,XW0,X1,,B,2014,T1,3,ZC0,-0.1732604666760052,2501 days,,A2
356,,X420825,340000,30.0,XW0,,,B,2018,T0,N,ZC9,-0.1732604666760052,3230 days,,A2
357,,X380781,430000,99.0,XW9,,,,1,T0,1,ZC3,-0.1732604666760052,2983 days,,A2
358,,X630430,360000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3351 days,,A2
359,,X485281,440000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2677 days,,A2
360,,X322625,230000,99.0,XW0,,,,1,T2,1,ZC4,-0.1732604666760052,2648 days,,A2
361,,X133030,510000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,3075 days,,A2
362,,X320423,130000,30.0,XW0,X1,,,2014,T2,3,ZC9,-0.1732604666760052,2006 days,,A2
363,,X100106,510000,30.0,XW0,X1,,,2007,T0,3,ZC9,-0.1732604666760052,2171 days,,A2
364,A9,X320129,230000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3603 days,,A2
365,,X120722,510000,99.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,1927 days,,A2
366,,X030232,500000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3216 days,,A2
367,,X780281,370000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2173 days,,A2
368,,X121521,510000,99.0,XW0,X1,,,1,T1,6,ZC3,-0.1732604666760052,2037 days,,A2
369,,X630732,360000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3297 days,,A2
370,,X721525,370000,99.0,XW0,X1,,,1,T1,3,ZC4,-0.1732604666760052,2510 days,,A2
371,,X321025,230000,20.0,XW4,,,B,2015,T1,3,ZC9,-0.1732604666760052,2717 days,,A2
372,,X721322,370000,20.0,XW4,X1,,,2005,T2,3,ZC9,-0.1732604666760052,2201 days,,A2
373,,X120124,410000,60.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2501 days,,A2
374,,X120725,510000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2692 days,,A2
375,,X122328,410000,99.0,XW0,,,,1,T2,6,ZC9,-0.1732604666760052,2713 days,,A2
376,,X121326,410000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3187 days,,A2
377,,X420123,340000,30.0,XW0,X1,,B,2012,T1,3,ZC9,-0.1732604666760052,2497 days,,A2
378,,X209004,420000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2944 days,,A2
379,,X320124,230000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2117 days,,A2
380,,X421324,440000,30.0,XW0,,,B,2019,T0,5,ZC0,-0.1732604666760052,2972 days,,A2
381,,X101602,510000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2976 days,,A2
382,,X322124,530000,99.0,XW9,,,,1,T0,3,ZC0,-0.1732604666760052,2972 days,,A2
383,,X380282,130000,99.0,XW9,X1,,,1,T0,1,ZC9,-0.1732604666760052,2100 days,,A2
384,,X080382,500000,99.0,XW0,X1,,,1,T1,3,,-0.1732604666760052,2170 days,,A2
385,,X110213,510000,99.0,XW0,X1,,,1,T1,3,ZC9,-0.1732604666760052,1935 days,,A2
386,A9,X422222,140000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3608 days,,A2
387,,X302301,230000,20.0,XW4,,,B,2016,T1,0,ZC4,-0.1732604666760052,2691 days,,A2
388,,X121124,510000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2017 days,,A2
389,A9,X080383,500000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3617 days,,A2
390,,X323523,530000,99.0,XW9,X1,,,1,T0,6,ZC9,5.70148699674459,2805 days,,A2
391,,X381281,430000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,2822 days,,A0
392,,X410514,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3127 days,,A2
393,,X421126,340000,99.0,XW0,,,,1,T1,6,ZC4,-0.1732604666760052,2731 days,,A2
394,,X101502,510000,30.0,XW0,X1,,B,2018,T0,6,ZC3,-0.1732604666760052,2705 days,,A2
395,,X100902,510000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2983 days,,A2
396,,X481381,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3321 days,,A2
397,,X721522,370000,30.0,XW0,X1,,,2015,T1,3,ZC9,-0.1732604666760052,1965 days,,A2
398,,X102401,610000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,1927 days,,A2
399,,X120522,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3217 days,,A2
400,,X030232,500000,99.0,XW9,X1,,,1,T1,4,ZC9,-0.1732604666760052,2136 days,,A2
401,,X103902,510000,99.0,XW0,X1,,,1,T1,4,ZC9,-0.1732604666760052,2206 days,,A2
402,,X422726,140000,99.0,XW9,,,,1,T2,5,ZC9,-0.1732604666760052,2686 days,,A2
403,A9,X222428,520000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3561 days,,A2
404,,X330731,130000,99.0,XW9,X1,,,1,T0,6,ZC3,-0.1732604666760052,2116 days,,A2
405,,X510212,350000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3331 days,,A2
406,,X520923,450000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2973 days,,A2
407,,X123026,410000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3342 days,,A2
408,,X030233,500000,99.0,XW0,X1,,,1,T1,3,ZC3,-0.1732604666760052,2351 days,,A2
409,,X123424,510000,30.0,XW0,X1,,B,2013,T0,6,ZC9,-0.1732604666760052,2922 days,,A2
410,,X030231,500000,99.0,XW9,X1,,,1,T0,3,ZC0,-0.1732604666760052,2081 days,,A2
411,,X120121,510000,30.0,XW0,X1,,,2013,T1,1,ZC9,-0.1732604666760052,2137 days,,A2
412,,X500603,450000,99.0,XW9,X1,,,1,T0,4,,-0.1732604666760052,2776 days,,A2
413,,X780481,370000,99.0,XW0,X1,,,1,T0,5,ZC9,-0.1732604666760052,2075 days,,A2
414,,X123825,510000,99.0,XW9,X1,,,1,T0,5,,-0.1732604666760052,2178 days,,A2
415,A9,X622322,360000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3610 days,,A2
416,,X520426,350000,99.0,XW9,,,,1,T2,4,ZC9,-0.1732604666760052,2657 days,,A2
417,,X120722,510000,99.0,XW9,X1,,,1,T2,6,ZC0,-0.1732604666760052,2263 days,,A2
418,,X123721,510000,99.0,XW0,X1,,,1,T2,0,ZC4,-0.1732604666760052,2131 days,,A2
419,,X620424,360000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2317 days,,A2
420,,X110311,510000,99.0,XW9,X1,,,1,T1,1,ZC9,-0.1732604666760052,2352 days,,A2
421,,X321222,430000,30.0,XW0,,,,1,T0,6,ZC4,-0.1732604666760052,2842 days,,A2
422,,X020227,500000,30.0,XW0,X1,,,2015,T0,6,,-0.1732604666760052,2186 days,,A2
423,,X120823,410000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,3040 days,,A2
424,,X100403,210000,99.0,XW0,,,,1,T0,3,,-0.1732604666760052,2688 days,,A2
425,,X030234,500000,99.0,XW0,X1,,,1,T2,N,ZC4,-0.1732604666760052,2591 days,,A2
426,,X181181,510000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,2197 days,,A2
427,,X080382,500000,30.0,XW0,X1,,B,2017,T0,3,,-0.1732604666760052,2309 days,,A2
428,,X181481,210000,99.0,XW9,,,,1,T0,1,ZC0,-0.1732604666760052,3035 days,,A2
429,,X120224,110000,99.0,XW9,X1,,,1,T4,6,ZC9,-0.1732604666760052,2194 days,,A2
430,,X520421,450000,99.0,XW9,,,,1,T0,1,ZC0,-0.1732604666760052,2955 days,,A2
431,,X222621,620000,99.0,XW9,,,,1,T0,N,ZC3,-0.1732604666760052,2989 days,,A0
432,,X321121,130000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,1971 days,,A2
433,,X209004,420000,99.0,XW0,,,,1,T1,3,ZC4,-0.1732604666760052,2668 days,,A2
434,,X123525,510000,99.0,XW9,X1,,,1,T1,6,,-0.1732604666760052,1937 days,,A2
435,,X100304,510000,99.0,XW0,X1,,,1,T1,1,ZC9,-0.1732604666760052,2151 days,,A2
436,,X320322,130000,99.0,XW0,X1,,,1,T1,4,ZC9,-0.1732604666760052,1964 days,,A2
437,,X380481,130000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2360 days,,A2
438,,X220123,420000,99.0,XW0,,,,1,T2,4,ZC4,-0.1732604666760052,1957 days,,A2
439,,X280181,220000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,3034 days,,A2
440,,X502402,450000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2944 days,,A2
441,,X123021,510000,99.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,2098 days,,A2
442,,X322627,530000,99.0,XW9,,,,1,T0,3,ZC0,-0.1732604666760052,2994 days,,A2
443,,X425224,440000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2850 days,,A2
444,,X481781,440000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2696 days,,A2
445,,X381081,130000,60.0,XW9,,,,1,T2,4,ZC9,-0.1732604666760052,2660 days,,A2
446,,X111011,510000,30.0,XW4,X1,,,2015,T1,3,ZC9,-0.1732604666760052,2174 days,,A2
447,A9,X322928,530000,99.0,XW9,,,,1,T0,N,ZC3,-0.1732604666760052,3388 days,,A2
448,,X280684,420000,99.0,XW0,,,,1,T2,1,ZC4,-0.1732604666760052,2647 days,,A2
449,,X320625,130000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2179 days,,A2
450,,X030230,500000,99.0,XW4,X1,,,1,T1,6,ZC9,-0.1732604666760052,1917 days,,A2
451,,X520625,350000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3344 days,,A2
452,,X222725,520000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2999 days,,A2
453,,X320622,130000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2089 days,,A2
454,,X721322,370000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2718 days,,A2
455,,X320524,130000,30.0,XW0,X1,,,2017,T0,N,ZC9,-0.1732604666760052,2278 days,,A2
456,,X103701,510000,99.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,2122 days,,A2
457,,X300204,130000,99.0,XW0,X1,,,1,T1,3,ZC1,-0.1732604666760052,1986 days,,A2
458,,X501302,450000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2930 days,,A2
459,A9,X400203,640000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3565 days,,A2
460,,X222626,520000,99.0,XW0,,,,1,T2,6,ZC9,-0.1732604666760052,2654 days,,A2
461,,X222325,520000,30.0,XW0,,,,1,T0,6,ZC9,-0.1732604666760052,2924 days,,A2
462,,X101302,510000,99.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,1967 days,,A2
463,,X420123,340000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2981 days,,A2
464,,X030234,500000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2135 days,,A2
465,,X123023,510000,30.0,XW0,X1,,,2016,T0,3,ZC9,-0.1732604666760052,2165 days,,A2
466,,X120221,510000,99.0,XW0,X1,,,1,T2,3,ZC4,-0.1732604666760052,1960 days,,A2
467,,X101302,510000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,1968 days,,A2
468,,X425222,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3309 days,,A2
469,,X520821,450000,99.0,XW9,,,,1,T0,0,,-0.1732604666760052,2978 days,,A2
470,,X100302,510000,99.0,XW0,X1,,,1,T2,1,ZC0,-0.1732604666760052,2133 days,,A2
471,,X120223,410000,99.0,XW9,,,,1,T1,5,,-0.1732604666760052,2650 days,,A2
472,,X320229,230000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3285 days,,A2
473,,X120722,510000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,1933 days,,A2
474,,X121621,510000,99.0,XW0,X1,,,1,T2,5,ZC3,-0.1732604666760052,1924 days,,A2
475,A9,X222123,620000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,3400 days,,A2
476,,X210115,420000,20.0,XW4,,,B,2020,T0,N,ZC9,-0.1732604666760052,3245 days,,A2
477,,X320523,430000,99.0,XW9,,,,1,T0,4,ZC9,-0.1732604666760052,2647 days,,A2
478,,X320129,130000,99.0,XW9,X1,,,1,T0,N,,-0.1732604666760052,1984 days,,A2
479,,X420221,640000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3296 days,,A2
480,,X321026,130000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2922 days,,A2
481,,X421224,440000,99.0,XW4,,,,1,T1,6,ZC9,-0.1732604666760052,2690 days,,A2
482,,X020222,500000,30.0,XW0,X1,,,2015,T0,5,ZC9,5.805747687526197,1925 days,,A2
483,,X121321,510000,99.0,XW0,X1,,,1,T1,6,,-0.1732604666760052,2588 days,,A2
484,,X121028,510000,99.0,XW9,X1,,,1,T1,5,ZC9,-0.1732604666760052,1931 days,,A2
485,,X030236,500000,99.0,XW9,,,,1,T0,6,ZC3,-0.1732604666760052,3053 days,,A2
486,,X322128,530000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2971 days,,A2
487,,X121322,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3249 days,,A2
488,,X122727,410000,99.0,XW0,X1,,,1,T1,3,ZC9,-0.1732604666760052,2765 days,,A2
489,,X121621,510000,99.0,XW0,X1,,,1,T1,1,ZC0,-0.1732604666760052,1924 days,,A2
490,,X123922,510000,80.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2923 days,,A2
491,,X432431,140000,99.0,XW9,X1,,,1,T0,5,,-0.1732604666760052,2784 days,,A2
492,,X103901,510000,99.0,XW9,X1,,,1,T0,N,,-0.1732604666760052,3351 days,,A2
493,A9,X320421,130000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3612 days,,A2
494,,X432232,140000,99.0,XW0,,,,1,T2,5,,-0.1732604666760052,2689 days,,A2
495,,X330434,130000,99.0,XW9,X1,,,1,T2,5,ZC9,5.682207647597626,2176 days,,A2
496,,X200102,620000,20.0,XW4,,,B,2020,T0,N,ZC3,-0.1732604666760052,3185 days,,A2
497,,X121221,210000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2526 days,,A2
498,,X181081,410000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3331 days,,A2
499,A9,X481283,440000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3391 days,,A2
500,,X323123,530000,99.0,XW9,,,,1,T0,5,ZC3,5.6588694881039325,2973 days,,A2
501,,X421224,440000,99.0,XW9,,,,1,T0,6,ZC2,-0.1732604666760052,2982 days,,A2
502,,X200702,220000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2812 days,,A2
503,,X120525,510000,99.0,XW9,X1,,,1,T0,N,,-0.1732604666760052,3031 days,,A2
504,,X100902,510000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2962 days,,A2
505,,X421623,440000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2982 days,,A2
506,,X320526,130000,99.0,XW9,,,,1,T0,5,ZC0,-0.1732604666760052,3020 days,,A2
507,,X320125,130000,99.0,XW9,X1,,,1,T1,5,ZC9,-0.1732604666760052,1976 days,,A2
508,A9,X322528,330000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3602 days,,A2
509,A1,X123624,510000,60.0,XW0,X1,,,1,T2,0,ZC1,5.883752948877401,2154 days,,A2
510,,X321121,430000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3301 days,,A2
511,,X380981,430000,20.0,XW4,,,B,2018,T0,3,ZC9,-0.1732604666760052,2648 days,,A2
512,,X622226,360000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2984 days,,A2
513,,X103701,510000,30.0,XW0,X1,,,2012,T2,N,ZC9,-0.1732604666760052,2001 days,,A2
514,,X322123,630000,30.0,XW0,,,B,2018,T0,4,ZC9,-0.1732604666760052,2860 days,,A2
515,,X323023,530000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2947 days,,A2
516,A9,X121123,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3391 days,,A2
517,,X101602,510000,99.0,XW9,X1,,,1,T0,1,,-0.1732604666760052,2217 days,,A2
518,,X422621,140000,99.0,XW9,X1,,,1,T2,6,ZC4,-0.1732604666760052,2509 days,,A2
519,,X722925,370000,99.0,XW4,X1,,,1,T2,3,ZC9,-0.1732604666760052,2173 days,,A2
520,,X120524,510000,30.0,XW3,X1,,,2014,T1,6,ZC9,-0.1732604666760052,1927 days,,A2
521,,X122824,410000,30.0,XW0,,,B,2020,T0,N,ZC0,-0.1732604666760052,3228 days,,A2
522,,X120621,410000,60.0,XW0,,,,1,T0,4,ZC9,-0.1732604666760052,2830 days,,A0
523,,X080383,500000,99.0,XW9,X1,,,1,T1,1,ZC9,-0.1732604666760052,2070 days,,A2
524,,X121623,410000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,3014 days,,A2
525,,X402401,340000,30.0,XW0,,,B,2020,T0,N,,-0.1732604666760052,3125 days,,A2
526,,X100203,510000,99.0,XW0,X1,,,1,T2,3,ZC4,-0.1732604666760052,2003 days,,A2
527,,X320223,130000,30.0,XW0,X1,,,1,T2,1,ZC9,-0.1732604666760052,1998 days,,A2
528,,X030231,500000,99.0,XW0,,,,1,T2,1,ZC0,-0.1732604666760052,1956 days,,A2
529,,X432733,140000,99.0,XW9,,,,1,T0,4,,-0.1732604666760052,2945 days,,A2
530,,X322522,430000,99.0,XW9,,,,1,T0,4,,-0.1732604666760052,3029 days,,A2
